title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories,url
NIGHT FALLS ON PREDICAMENT AVENUE,"Wright, Jaime Jo",Paperback,$17.99 ,$3.00 ,53,9.78076E+12,Bethany House,4/9/24,"8.52"" l x 5.60"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780764241451B/night-falls-on-predicament-avenue
A NIGHT LIKE THIS,"Quinn, Julia",Pocket Books,$9.99 ,$2.50 ,70,9.78006E+12,Avon Books,5/29/12,"6.76"" l x 4.11"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062072900B/a-night-like-this
NIGHT FOR DAY,"Lim, Roselle",Paperback,$18.00 ,$3.00 ,226,9.78059E+12,Ace Books,2/20/24,"7.94"" l x 5.24"" w x 0.91""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593335642B/night-for-day
NIGHTSHADE,"McAfee, Annalena",Hardcover,$26.95 ,$2.63 ,3,9.78053E+12,Knopf,8/18/20,"8.48"" l x 5.89"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780525658290B/nightshade
NINE LIVES,"Steel, Danielle",Hardcover,$28.99 ,$2.81 ,697,9.78198E+12,Delacorte Press,7/6/21,"9.59"" l x 6.36"" w x 1.12""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781984821430B/nine-lives
NINETEEN STEPS,"Brown, Millie Bobby",Hardcover,$28.99 ,$3.75 ,44,9.78006E+12,William Morrow & Company,9/12/23,"9.32"" l x 6.24"" w x 1.05""","['Fiction', 'Historical', 'Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780063335776B/nineteen-steps
"NO HUMANS INVOLVED (WOMEN OF THE OTHERWORLD, BK. 7)","Armstrong, Kelley",Pocket Books,$9.99 ,$2.50 ,22,9.78055E+12,Bantam Books,2/26/08,"6.81"" l x 4.18"" w x 1.20""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780553588378B/no-humans-involved-women-of-the-otherworld-bk
"NO OTHER DUKE WILL DO (WINDHAM BRIDES, BK. 3)","Burrowes, Grace",Pocket Books,$7.99 ,$2.00 ,113,9.78146E+12,Forever,11/7/17,"6.72"" l x 4.11"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781455570010B/no-other-duke-will-do-windham-brides-bk-3
"NO WAY UP (THE CIMARRON LEGACY, BK. 1)","Connealy, Mary",Paperback,$14.99 ,$2.25 ,1,9.78076E+12,Bethany House,7/5/16,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9780764211812B/no-way-up-the-cimarron-legacy-bk-1
NORA: A LOVE STORY OF NORA AND JAMES JOYCE,"O'Connor, Nuala",Paperback,$16.99 ,$1.75 ,72,9.78006E+12,HarperPerennial,1/5/21,"8.03"" l x 5.52"" w x 1.29""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Biographical']",https://www.bookdepot.com/Store/Details/9780062991720B/nora-a-love-story-of-nora-and-james-joyce
NORTHERN LIGHTS,"Roberts, Nora",Paperback,$10.99 ,$1.75 ,38,9.78052E+12,Jove Books,9/1/05,"7.45"" l x 4.16"" w x 1.66""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780515139747B/northern-lights
NOT EXACTLY WHAT I HAD IN MIND,"Brook, Kate",Paperback,$17.00 ,$1.50 ,109,9.78059E+12,Dutton Books,6/28/22,"8.34"" l x 5.38"" w x 0.93""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593186824B/not-exactly-what-i-had-in-mind
NOT PLANNING ON YOU (DANVERS),"Landon, Sydney",Pocket Books,$7.99 ,$2.00 ,1,9.78045E+12,Signet Book,2/5/13,"6.74"" l x 4.21"" w x 0.91""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780451419620B/not-planning-on-you-danvers
NOT THAT DUKE (A WOULD-BE WALLFLOWERS - LARGE PRINT),"James, Eloisa",Paperback,$27.99 ,$4.75 ,22,9.78006E+12,HarperLuxe,7/25/23,"9.24"" l x 6.20"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063322707B/not-that-duke-a-would-be-wallflowers---large
"NOT THAT DUKE (WOULD-BE WALLFLOWERS, BK. 3)","James, Eloisa",Pocket Books,$9.99 ,$1.25 ,31,9.78006E+12,Avon Books,7/25/23,"6.61"" l x 4.07"" w x 1.30""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063139626B/not-that-duke-would-be-wallflowers-bk-3
"NOT THE DUKE'S DARLING (THE GREYCOURT, BK. 1)","Hoyt, Elizabeth",Pocket Books,$7.99 ,$2.00 ,287,9.78154E+12,Forever,12/18/18,"6.73"" l x 4.16"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538763520B/not-the-dukes-darling-the-greycourt-bk-1
NOT THE GIRL YOU MARRY,"Christopher, Andie J.",Paperback,$16.00 ,$2.75 ,20,9.78198E+12,Berkley Publishing Group,11/12/19,"8.23"" l x 5.48"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781984802682B/not-the-girl-you-marry
"NOT THE KIND OF EARL YOU MARRY (THE UNCONVENTIONAL LADIES OF MAYFAIR, BK. 1)","Pembrooke, Kate",Paperback,$8.99 ,$1.13 ,500,9.78154E+12,Forever,7/13/21,"7.00"" l x 4.75"" w x 0.95""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538703755B/not-the-kind-of-earl-you-marry-the-unconventi
NOTHING BUT THE TRUTH,"James, Holly",Paperback,$17.00 ,$3.00 ,118,9.78059E+12,Dutton Books,7/12/22,"7.97"" l x 5.30"" w x 0.72""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593186503B/nothing-but-the-truth
"NOTHING COMPARES TO THE DUKE (THE DUKE'S DEN, BK. 3)","Carlyle, Christy",Pocket Books,$7.99 ,$1.50 ,5,9.78006E+12,Avon Books,5/26/20,"6.67"" l x 4.19"" w x 1.25""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062854018B/nothing-compares-to-the-duke-the-dukes-den-bk
"THE NOTORIOUS LORD KNIGHTLY (THE CHESSMAN: MASTERS OF SEDUCTION, BK. 2)","Heath, Lorraine",Pocket Books,$9.99 ,$2.50 ,241,9.78006E+12,Avon Books,6/27/23,"6.59"" l x 4.14"" w x 1.24""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780063114678B/the-notorious-lord-knightly-the-chessman-mast
THE NUMBERS GAME,"Steel, Danielle",Hardcover,$28.99 ,$1.88 ,18,9.7804E+12,Delacorte Press,3/3/20,"9.53"" l x 6.40"" w x 1.12""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780399179563B/the-numbers-game
"NURSE KITTY: AFTER THE WAR (KITTY NEALE, BK. 1)","Campbell, Maggie",Paperback,$18.99 ,$3.25 ,7,9.78141E+12,Trapeze,6/11/24,"7.75"" l x 5.00"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Sagas']",https://www.bookdepot.com/Store/Details/9781409191834B/nurse-kitty-after-the-war-kitty-neale-bk-1
O BEAUTIFUL (TARGET EDITION),"Yun, Jung",Paperback,$17.99 ,$3.00 ,1,9.78125E+12,St. Martin's Griffin,2/28/23,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9781250905642B/o-beautiful-target-edition
"OFFER FROM A GENTLEMAN: BENEDICT'S STORY (THE BRIDGERTON SERIES, BK. 3)","Quinn, Julia",Paperback,$21.99 ,$3.55 ,17,9.78006E+12,HarperCollins Publishers,1/1/09,"9.00"" l x 5.80"" w x 1.97""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063279476B/offer-from-a-gentleman-benedicts-story-the-br
ON MOONBERRY LAKE,"Varni, Holly",Paperback,$17.99 ,$3.00 ,50,9.7808E+12,Revell,9/26/23,"8.48"" l x 5.48"" w x 1.03""","['Fiction', 'Contemporary', 'Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800744977B/on-moonberry-lake
ON OCEAN BOULEVARD (THE BEACH HOUSE),"Monroe, Mary Alice",Paperback,$16.99 ,$2.25 ,27,9.78198E+12,Gallery Books,6/15/21,"8.30"" l x 5.34"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982147006B/on-ocean-boulevard-the-beach-house
ON A NIGHT OF A THOUSAND STARS,"Clark, Andrea Yaryura",Paperback,$17.99 ,$3.00 ,16,9.78154E+12,Grand Central Publishing,2/7/23,"7.84"" l x 5.33"" w x 1.28""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538720301B/on-a-night-of-a-thousand-stars
ON A NIGHT OF A THOUSAND STARS,"Clark, Andrea Yaryura",Hardcover,$28.00 ,$2.81 ,1,9.78154E+12,Grand Central Publishing,3/1/22,"8.87"" l x 5.95"" w x 1.22""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538720295B/on-a-night-of-a-thousand-stars
"ON A SUMMER TIDE (THREE SISTERS ISLAND, BK. 1)","Fisher, Suzanne Woods",Paperback,$14.99 ,$2.25 ,1,9.7808E+12,Revell,4/30/19,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800734985B/on-a-summer-tide-three-sisters-island-bk-1
"ONCE DISHONORED (ROGUES REDEEMED, BK. 5)","Putney, Mary Jo",Paperback,$8.99 ,$1.50 ,148,9.78142E+12,Zebra Books,9/29/20,"6.93"" l x 4.73"" w x 1.05""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781420148114B/once-dishonored-rogues-redeemed-bk-5
"ONCE DISHONORED (ROGUES REDEEMED, BK. 5)","Putney, Mary Jo",Hardcover,$27.95 ,$1.75 ,3,9.7815E+12,Kensington Publishing Corporation,7/28/20,"8.55"" l x 5.77"" w x 1.04""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781496720269B/once-dishonored-rogues-redeemed-bk-5
"ONCE UPON A CABIN (SWEET HOME, ALASKA, BK. 2)","Griffin, Patience",Pocket Books,$7.99 ,$1.37 ,21,9.78059E+12,Berkley Publishing Group,11/30/21,"6.68"" l x 4.07"" w x 0.97""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593101490B/once-upon-a-cabin-sweet-home-alaska-bk-2
THE ONCE AND FUTURE FLING,"Heasley, Leigh",Paperback,$18.99 ,$3.25 ,288,9.78199E+12,Wattpad Books,11/7/23,"8.50"" l x 5.51"" w x 0.89""","['Fiction', 'Romance', 'Fiction', 'Fantasy', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781990778483B/the-once-and-future-fling
ONE ITALIAN SUMMER,"Serle, Rebecca",Hardcover,$27.00 ,$3.50 ,12,9.78198E+12,Atria Books,3/1/22,"8.47"" l x 5.73"" w x 1.38""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982166793B/one-italian-summer
ONE LUCKY DAY - 2-IN-1 EDITION (HEAD OVER HEELS/LUCKY IN LOVE),"Shalvis, Jill",Paperback,$9.99 ,$1.31 ,542,9.78154E+12,Forever,2/23/21,"6.99"" l x 4.79"" w x 1.16""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538754054B/one-lucky-day---2-in-1-edition-head-over-heel
ONE MOMENT,"Hunter, Becky",Hardcover,$29.00 ,$3.75 ,690,9.78154E+12,Forever,3/12/24,"9.24"" l x 6.26"" w x 1.32""","['Fiction', ""Women's Fiction"", 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538741757B/one-moment
"ONE NIGHT WITH YOU (GRAYSON FRIENDS, BK. 3)","Ray, Francis",Paperback,$24.99 ,$4.25 ,10,9.78125E+12,St. Martin's Griffin,4/7/20,"8.31"" l x 5.34"" w x 0.97""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250624048B/one-night-with-you-grayson-friends-bk-3
ONE NIGHT WITH A COWBOY,"Richardson, Sara",Pocket Books,$8.99 ,$1.13 ,537,9.78154E+12,Forever,3/9/21,"6.99"" l x 4.79"" w x 0.92""","['Fiction', 'Romance', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9781538717165B/one-night-with-a-cowboy
ONE NIGHT IN GEORGIA,"Norfleet, Celeste O.",Paperback,$16.99 ,$2.75 ,1,9.78006E+12,Amistad Press,6/18/19,"8.00"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', 'African American']",https://www.bookdepot.com/Store/Details/9780062329899B/one-night-in-georgia
ONE NIGHT ON THE ISLAND,"Silver, Josie",Pocket Books,$9.99 ,$2.50 ,106,9.78059E+12,Dell,5/23/23,"7.42"" l x 3.98"" w x 1.07""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593594568B/one-night-on-the-island
ONE SEASON OF SUNSHINE,"London, Julia",Pocket Books,$8.99 ,$1.50 ,1,9.78198E+12,Pocket Books,6/30/20,"6.73"" l x 4.13"" w x 1.21""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781982131920B/one-season-of-sunshine
ONE SUMMER IN SAVANNAH,"Harris, Terah Shelton",Paperback,$16.99 ,$3.00 ,24,9.78173E+12,Sourcebooks,7/4/23,"8.20"" l x 5.46"" w x 1.56""","['Fiction', 'Family Life', 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781728265742B/one-summer-in-savannah
THE ONE THAT GOT AWAY,"Rixon, Charlotte",Hardcover,$28.00 ,$3.75 ,833,9.78125E+12,St. Martin's Press,1/1/23,"9.62"" l x 6.51"" w x 1.15""","['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781250285669B/the-one-that-got-away
THE ONE YOU WANT,"Ryan, Jennifer",Paperback,$16.99 ,$3.00 ,24,9.78006E+12,Avon Books,7/5/22,"7.93"" l x 5.29"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780063094116B/the-one-you-want
THE ONE YOU'RE WITH,"Denton, Lauren K.",Hardcover,$26.99 ,$1.75 ,2,9.78079E+12,Thomas Nelson,7/6/21,"9.57"" l x 6.51"" w x 1.35""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785232575B/the-one-youre-with
THE ONE YOU'RE WITH,"Denton, Lauren K.",Paperback,$17.99 ,$3.00 ,51,9.78079E+12,Thomas Nelson,1/1/21,"8.40"" l x 5.54"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780785232643B/the-one-youre-with
THE ONLY GAME IN TOWN,"Waldon, Lacie",Paperback,$17.00 ,$3.00 ,72,9.78059E+12,G. P. Putnam's Sons,3/21/23,"7.94"" l x 5.20"" w x 0.97""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593540800B/the-only-game-in-town
ONLY LOVE CAN HURT LIKE THIS,"Toon, Paige",Paperback,$17.00 ,$3.00 ,233,9.78059E+12,G. P. Putnam's Sons,1/1/23,"7.94"" l x 5.16"" w x 0.98""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593544334B/only-love-can-hurt-like-this
"ONLY FOR YOU (SAPPHIRE SPRINGS, BK. 2)","Curtis, Barb",Pocket Books,$8.99 ,$2.25 ,422,9.78154E+12,Forever,7/27/21,"7.03"" l x 4.78"" w x 0.78""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538703106B/only-for-you-sapphire-springs-bk-2
"OPEN COUNTRY (BLOODY ROSE TRILOGY, BK. 2)","Warner, Kaki",Pocket Books,$7.99 ,$1.37 ,13,9.78043E+12,Berkley Publishing Group,11/1/11,"6.71"" l x 4.10"" w x 1.26""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780425244555B/open-country-bloody-rose-trilogy-bk-2
THE ORCHARD,"Lewis, Beverly",Hardcover,$29.99 ,$2.00 ,146,9.78076E+12,Bethany House,9/6/22,"8.76"" l x 5.76"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780764237546B/the-orchard
ORCHID,"Castle, Jayne",Pocket Books,$6.99 ,$1.31 ,27,9.78067E+12,Pocket Books,5/1/98,"7.24"" l x 4.55"" w x 0.92""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780671569020B/orchid
THE ORPHAN HOUSE,"Bennett, Ann",Paperback,$12.99 ,$1.13 ,35,9.78154E+12,Forever,10/5/21,"8.05"" l x 5.32"" w x 1.04""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781538707517B/the-orphan-house
THE ORPHAN'S SONG,"Kate, Lauren",Paperback,$17.00 ,$1.25 ,198,9.78074E+12,Putnam Publishing Group,9/7/21,"8.16"" l x 5.46"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780735212589B/the-orphans-song
OUR ITALIAN SUMMER,"Probst, Jennifer",Paperback,$19.99 ,$3.50 ,25,9.78059E+12,Penguin Random House Company,1/12/21,"7.90"" l x 5.27"" w x 1.10""","['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593098462B/our-italian-summer
OUR SUMMER TOGETHER,"Blake, Fanny",Paperback,$10.99 ,$1.75 ,2,9.78141E+12,Orion Publishing,7/13/17,"7.78"" l x 5.07"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781409159926B/our-summer-together
OUT OF NOWHERE,"Brown, Sandra",Paperback,$19.99 ,$3.50 ,1000+,9.78154E+12,Grand Central Publishing,3/19/24,"7.93"" l x 5.14"" w x 1.49""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538742969B/out-of-nowhere
OUT OF NOWHERE,"Brown, Sandra",Hardcover,$30.00 ,$4.00 ,889,9.78154E+12,Grand Central Publishing,8/1/23,"9.31"" l x 6.26"" w x 1.48""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538742945B/out-of-nowhere
OUT OF NOWHERE (LARGE PRINT),"Brown, Sandra",Hardcover,$32.00 ,$4.25 ,168,9.78154E+12,Grand Central Publishing,8/8/23,"9.31"" l x 6.27"" w x 1.73""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781538766668B/out-of-nowhere-large-print
OUT OF THE BLUE,"Bliss, Alison",Paperback,$15.99 ,$1.38 ,67,9.78154E+12,Forever,1/1/22,"7.93"" l x 5.21"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538764589B/out-of-the-blue
OUT OF THE CLEAR BLUE SKY,"Higgins, Kristan",Hardcover,$27.00 ,$2.63 ,643,9.78059E+12,Berkley Publishing Group,6/7/22,"9.33"" l x 6.16"" w x 1.61""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593335321B/out-of-the-clear-blue-sky
OUT OF THE CLEAR BLUE SKY,"Higgins, Kristan",Paperback,$17.00 ,$2.25 ,46,9.78059E+12,Berkley Publishing Group,6/7/22,"8.20"" l x 5.47"" w x 1.21""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593335338B/out-of-the-clear-blue-sky
"OUT TO CANAAN (MITFORD, BOOK 4)","Karon, Jan",Paperback,$17.00 ,$2.00 ,6,9.78014E+12,Penguin Books,4/1/98,"7.81"" l x 5.03"" w x 0.65""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780140265682B/out-to-canaan-mitford-book-4
OUTFOX,"Brown, Sandra",Paperback,$15.99 ,$1.38 ,1,9.78148E+12,Grand Central Publishing,2/4/20,"7.95"" l x 5.25"" w x 1.40""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781478916871B/outfox
OUTFOX,"Brown, Sandra",Hardcover,$28.00 ,$2.50 ,27,9.78146E+12,Grand Central Publishing,8/13/19,"9.50"" l x 6.50"" w x 1.50""","['Fiction', 'Crime', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781455572199B/outfox
OUTFOX (LARGE PRINT),"Brown, Sandra",Hardcover,$49.00 ,$6.50 ,9,9.78146E+12,Grand Central Publishing,8/13/19,"9.28"" l x 6.21"" w x 1.93""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Thrillers']",https://www.bookdepot.com/Store/Details/9781455572182B/outfox-large-print
"THE OUTLAW'S DAUGHTER (THE HAYWIRE BRIDES, BK. 3)","Brownley, Margaret",Pocket Books,$7.99 ,$1.00 ,9,9.78149E+12,Sourcebooks,5/26/20,"6.92"" l x 4.20"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Westerns']",https://www.bookdepot.com/Store/Details/9781492658405B/the-outlaws-daughter-the-haywire-brides-bk-3
OVERKILL,"Brown, Sandra",Paperback,$18.99 ,$3.25 ,1000+,9.78154E+12,Grand Central Publishing,3/28/23,"8.07"" l x 5.28"" w x 1.24""","['Fiction', 'Thrillers', 'Fiction', 'Romance', 'Fiction', 'Crime']",https://www.bookdepot.com/Store/Details/9781538751992B/overkill
OVERKILL,"Brown, Sandra",Hardcover,$29.00 ,$2.81 ,1000+,9.78154E+12,Grand Central Publishing,8/16/22,"9.26"" l x 6.22"" w x 1.50""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Crime']",https://www.bookdepot.com/Store/Details/9781538752012B/overkill
OVERKILL (LARGE PRINT EDITION),"Brown, Sandra",Hardcover,$31.00 ,$4.00 ,681,9.78154E+12,Grand Central Publishing,8/16/22,"9.29"" l x 6.27"" w x 1.69""","['Fiction', 'Thrillers', 'Fiction', 'Crime', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538724408B/overkill-large-print-edition
"PAINT AND NECTAR (HEIRLOOM SECRETS, BK. 2)","Clark, Ashley",Paperback,$15.99 ,$2.75 ,4,9.78076E+12,Bethany House,5/11/21,"8.50"" l x 5.53"" w x 1.10""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780764237614B/paint-and-nectar-heirloom-secrets-bk-2
PAPER LANTERN,"Dybek, Stuart",Paperback,$17.00 ,$2.25 ,46,9.78037E+12,Farrar Straus Giroux,6/2/15,"8.23"" l x 5.57"" w x 0.72""","['Fiction', 'Short Stories', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780374535384B/paper-lantern
PARADISE,"McNaught, Judith",Pocket Books,$10.99 ,$2.75 ,28,9.78167E+12,Pocket Books,5/9/23,"7.46"" l x 4.14"" w x 1.87""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781668019887B/paradise
PARADISE GIRLS,"Gingras, Sandy",Paperback,$16.99 ,$2.12 ,8,9.78125E+12,St. Martin's Griffin,7/5/22,"8.28"" l x 5.38"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781250816719B/paradise-girls
THE PARIS AFFAIR,"Du Beke, Anton",Hardcover,$28.99 ,$3.75 ,71,9.7814E+12,Orion,3/12/24,"9.49"" l x 6.32"" w x 1.63""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781398710122B/the-paris-affair
