begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol
2023-11-02T00:00:00Z,175.520000,177.570000,177.780000,175.460000,77334752,reg,False,AAPL
2023-11-03T00:00:00Z,174.240000,176.650000,176.820000,173.350000,79829246,reg,False,AAPL
2023-11-06T00:00:00Z,176.380000,179.230000,179.430000,176.210000,63841310,reg,False,AAPL
2023-11-07T00:00:00Z,179.180000,181.820000,182.440000,178.970000,70529966,reg,False,AAPL
2023-11-08T00:00:00Z,182.350000,182.890000,183.450000,181.590000,49340282,reg,False,AAPL
2023-11-09T00:00:00Z,182.890000,182.410000,184.120000,181.810000,53763540,reg,False,AAPL
2023-11-10T00:00:00Z,183.970000,186.400000,186.565000,183.530000,66177922,reg,False,AAPL
2023-11-13T00:00:00Z,185.820000,184.800000,186.030000,184.210000,43627519,reg,False,AAPL
2023-11-14T00:00:00Z,187.700000,187.440000,188.110000,186.300000,60108378,reg,False,AAPL
2023-11-15T00:00:00Z,187.845000,188.010000,189.500000,187.780000,53790499,reg,False,AAPL
2023-11-16T00:00:00Z,189.570000,189.710000,190.960000,188.650000,54412915,reg,False,AAPL
2023-11-17T00:00:00Z,190.250000,189.690000,190.380000,188.570000,50941404,reg,False,AAPL
2023-11-20T00:00:00Z,189.890000,191.450000,191.905000,189.880000,46538614,reg,False,AAPL
2023-11-21T00:00:00Z,191.410000,190.640000,191.520000,189.740000,38134485,reg,False,AAPL
2023-11-22T00:00:00Z,191.490000,191.310000,192.930000,190.825000,39630011,reg,False,AAPL
2023-11-24T00:00:00Z,190.870000,189.970000,190.900000,189.250000,24048344,reg,False,AAPL
2023-11-27T00:00:00Z,189.920000,189.790000,190.670000,188.900000,40552609,reg,False,AAPL
2023-11-28T00:00:00Z,189.780000,190.400000,191.080000,189.400000,38415419,reg,False,AAPL
2023-11-29T00:00:00Z,190.900000,189.370000,192.090000,188.970000,43014224,reg,False,AAPL
2023-11-30T00:00:00Z,189.840000,189.950000,190.320000,188.190000,48794366,reg,False,AAPL
2023-12-01T00:00:00Z,190.330000,191.240000,191.560000,189.230000,45704823,reg,False,AAPL
2023-12-04T00:00:00Z,189.980000,189.430000,190.050000,187.451100,43389519,reg,False,AAPL
2023-12-05T00:00:00Z,190.210000,193.420000,194.400000,190.180000,66628398,reg,False,AAPL
2023-12-06T00:00:00Z,194.450000,192.320000,194.760000,192.110000,41089737,reg,False,AAPL
2023-12-07T00:00:00Z,193.630000,194.270000,195.000000,193.590000,47477655,reg,False,AAPL
2023-12-08T00:00:00Z,194.200000,195.710000,195.990000,193.670000,53406358,reg,False,AAPL
2023-12-11T00:00:00Z,193.110000,193.180000,193.490000,191.420000,60943699,reg,False,AAPL
