cover,title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories
https://images.bookdepot.com/covers/large/isbn978006/9780063054493-l.jpg,"DUKE GONE ROGUEL (LOVE ON HOLIDAY, BK. 1)","Carlyle, Christy",Paperback,$8.99,$1.50,24,9780063054493,Avon Books,N/A,"7.04"" l x 4.75"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978153/9781538719527-l.jpg,THE DUKE HEIST,"Ridley, Erica",Paperback,$8.99,$1.50,350,9781538719527,Forever,N/A,"6.99"" l x 4.86"" w x 0.86""","['Fiction', 'Romance', 'Fiction', 'Sagas']"
https://images.bookdepot.com/covers/large/isbn978125/9781250121738-l.jpg,A DUKE LIKE NO OTHER,"Bowman, Valerie",Pocket Books,$7.99,$2.00 $1.37,63,9781250121738,St. Martin's Publishing,N/A,"6.72"" l x 4.12"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978034/9780349429069-l.jpg,"DUKE MOST WICKED (WALLFLOWERS VS. ROGUES, BK. 3)","Bell, Lenora",Paperback,$12.99,$2.25 $1.13,108,9780349429069,Piatkus Books,N/A,"7.83"" l x 5.04"" w x 1.09""","['Fiction', 'Historical', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780063271791-l.jpg,"DUKE MOST WICKED (WALLFLOWERS VS. ROGUES, BK. 3)","Bell, Lenora",Hardcover,$28.99,$3.75 $1.88,14,9780063271791,Avon Books,N/A,"9.17"" l x 6.19"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978006/9780063054516-l.jpg,"DUKE SEEKS BRIDE (LOVE ON HOLIDAY, BK. 3)","Carlyle, Christy",Pocket Books,$9.99,$2.50 $1.88,614,9780063054516,Avon Books,N/A,"6.55"" l x 4.12"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978153/9781538717554-l.jpg,"A DUKE WORTH FIGHTING FOR (ISLE OF SYNNE, BK. 3)","Britton, Christina",Paperback,$8.99,$1.50,651,9781538717554,Forever,N/A,"6.98"" l x 4.75"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978153/9781538700327-l.jpg,"A DUKE BY ANY OTHER NAME (ROGUES TO RICHES, BK. 4)","Burrowes, Grace",Pocket Books,$7.99,$2.00,679,9781538700327,Forever,N/A,"6.73"" l x 4.16"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978164/9781649372758-l.jpg,THE DUKE'S RULES OF ENGAGEMENT,"Haymore, Jennifer",Pocket Books,$8.99,$2.25 $1.69,43,9781649372758,"Entangled Publishing, LLC",N/A,"6.75"" l x 4.12"" w x 1.18""","['Fiction', 'Historical', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978164/9781649372413-l.jpg,"THE DUKE'S SECRET CINDERELLA (NEVER A WALLFLOWER, BK. 3)","Devon, Eva",Pocket Books,$8.99,$2.25,6,9781649372413,"Entangled Publishing, LLC",N/A,"6.75"" l x 4.16"" w x 1.07""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780063051065-l.jpg,"ECLIPSE THE MOON (STARLIGHT'S SHADOW, BK. 2)","Mihalik, Jessie",Paperback,$17.99,$3.00 $1.50,164,9780063051065,HarperCollins Publisher,N/A,"7.93"" l x 5.17"" w x 1.24""","['Fiction', 'Science Fiction', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978037/9780373799480-l.jpg,"EDGE OF TRUTH (THE LEGIONNAIRES, BK. 2)","Kelly, Brynn",Hardcover,$22.99,$3.00 $2.37,8,9780373799480,HQN Books,N/A,"9.53"" l x 6.35"" w x 1.48""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978153/9781538739235-l.jpg,ELLIE IS COOL NOW,"Fulton, Victoria",Paperback,$15.99,$2.75 $1.38,497,9781538739235,Forever,N/A,"8.03"" l x 5.25"" w x 0.99""","['Fiction', 'Romance', 'Fiction', 'Humorous']"
https://images.bookdepot.com/covers/large/isbn978140/9781409195887-l.jpg,"THE EMMERDALE GIRLS (EMMERDALE, BK. 5)","Bell, Kerry",Hardcover,$26.99,$3.50,22,9781409195887,Trapeze,N/A,"9.36"" l x 6.29"" w x 1.46""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'War & Military']"
https://images.bookdepot.com/covers/large/isbn978052/9780525619871-l.jpg,"THE EMPTY BED (THE BURIAL SOCIETY SERIES, BK. 2)","Sadowsky, Nina",Hardcover,$27.00,$3.50 $2.50,4,9780525619871,Ballantine Books,N/A,"9.51"" l x 6.39"" w x 1.19""","['Fiction', 'Romance', 'Fiction', 'Psychological']"
https://images.bookdepot.com/covers/large/isbn978031/9780316504157-l.jpg,ENDLESS SUMMER: STORIES FROM DAYS THAT LAST FOREVER,"Hilderbrand, Elin",Paperback,$18.69,$3.25 $1.63,57,9780316504157,Little Brown and Company,N/A,"9.20"" l x 6.19"" w x 0.97""","['Fiction', 'Family Life', 'Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978031/9780316460910-l.jpg,ENDLESS SUMMER: STORIES FROM DAYS THAT LAST FOREVER,"Hilderbrand, Elin",Hardcover,$29.00,$3.75 $1.88,798,9780316460910,Little Brown and Company,N/A,"9.14"" l x 5.74"" w x 1.30""","['Fiction', 'Short Stories', 'Fiction', 'Romance', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978031/9780316461023-l.jpg,ENDLESS SUMMER: STORIES FROM DAYS THAT LAST FOREVER,"Hilderbrand, Elin",Paperback,$17.99,$3.00 $1.50,573,9780316461023,Back Bay Books,N/A,"8.25"" l x 5.46"" w x 1.24""","['Fiction', 'Short Stories', 'Fiction', 'Romance', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978014/9780143127376-l.jpg,ETTA MAE'S WORST BAD-LUCK DAY,"Ross, Ann B.",Paperback,$17.00,$2.75,5,9780143127376,Penguin Books,N/A,"7.78"" l x 5.07"" w x 0.61""","['Fiction', 'Humorous', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978076/9780764232527-l.jpg,"EVER CONSTANT (THE TREASURES OF NOME, BK. 3)","Peterson, Tracie",Paperback,$15.99,$2.75,40,9780764232527,Bethany House,N/A,"8.49"" l x 5.62"" w x 1.11""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978149/9781492655602-l.jpg,"EVERY DEEP DESIRE (DEADLY FORCE, BK. 1)","Wray, Sharon",Pocket Books,$7.99,$2.00 $1.00,4,9781492655602,Sourcebooks,N/A,"6.87"" l x 4.14"" w x 1.32""","['Fiction', 'Romance', 'Fiction', 'Suspense']"
https://images.bookdepot.com/covers/large/isbn978059/9780593086971-l.jpg,EVERYTHING AFTER,"Santopolo, Jill",Paperback,$17.00,$3.00,42,9780593086971,G. P. Putnam's Sons,N/A,"8.06"" l x 5.09"" w x 0.88""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593550076-l.jpg,THE EX-MAS HOLIDAYS,"Allison, Zoe",Paperback,$17.00,$3.00,1000+,9780593550076,Berkley Publishing Group,N/A,"7.91"" l x 5.11"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978125/9781250810298-l.jpg,FACE,"West, Joma",Hardcover,$26.99,$3.50 $2.63,9,9781250810298,Tor Books,N/A,"8.41"" l x 5.24"" w x 1.00""","['Fiction', 'Science Fiction', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593547717-l.jpg,THE FAIRYTALE LIFE OF DOROTHY GALE,"Kantra, Virginia",Paperback,$17.00,$3.00,204,9780593547717,Berkley Publishing Group,N/A,"7.85"" l x 5.17"" w x 0.95""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978078/9780785255611-l.jpg,FAITHFUL,"Tate, Kim Cash",Paperback,$16.99,$3.00 $1.50,1,9780785255611,Thomas Nelson,N/A,"8.34"" l x 5.43"" w x 0.93""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593638361-l.jpg,FAKING CHRISTMAS,"Winfrey, Kerry",Paperback,$17.00,$3.00,1000+,9780593638361,Berkley Publishing Group,N/A,"7.99"" l x 5.22"" w x 0.71""","['Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978006/9780063074224-l.jpg,THE FALCON'S EYES,"Stanfill, Francesca",Hardcover,$32.50,$4.25 $2.75,984,9780063074224,HarperCollins Publisher,N/A,"9.29"" l x 6.18"" w x 2.08""","['Fiction', 'Historical', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978199/9781990778575-l.jpg,"THE FALLING (BRIGHTEST STARS, BK. 1)","Todd, Anna",Paperback,$17.99,$3.00,497,9781990778575,Wattpad Books,N/A,"8.50"" l x 5.51"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978149/9781496737151-l.jpg,FALLING STARS,"Michaels, Fern",Hardcover,$27.00,$3.50 $2.63,73,9781496737151,Kensington Publishing Corporation,N/A,"8.28"" l x 5.27"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978142/9781420154283-l.jpg,FALLING STARS,"Michaels, Fern",Pocket Books,$9.99,$2.50,20,9781420154283,Zebra Books,N/A,"7.46"" l x 4.09"" w x 0.92""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978125/9781250849038-l.jpg,FALLING FOR YOU: TWO NOVELS IN ONE (MARRIED BY MORNING/LOVE IN THE AFTERNOON),"Kleypas, Lisa",Pocket Books,$9.99,$2.50,407,9781250849038,St. Martin's Paperback,N/A,"6.97"" l x 4.65"" w x 1.38""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978153/9781538717004-l.jpg,"FALLING IN LOVE ON WILLOW CREEK (HIGHLAND FALLS, BK. 3)","Mason, Debbie",Paperback,$8.99,$1.50,221,9781538717004,Forever,N/A,"7.03"" l x 4.73"" w x 0.87""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978074/9780743477482-l.jpg,FAMILY BLESSINGS,"Michaels, Fern",Pocket Books,$7.99,$2.00,5,9780743477482,Pocket Books,N/A,"6.77"" l x 4.20"" w x 0.79""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978152/9781524798789-l.jpg,FAMILY REUNION,"Thayer, Nancy",Hardcover,$27.00,$3.50 $1.75,1000+,9781524798789,Ballantine Books,N/A,"10.00"" l x 6.50"" w x 1.00","['Fiction', 'Contemporary', 'Fiction', 'Sagas', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978150/9781501144745-l.jpg,A FAMILY UNDER THE CHRISTMAS TREE,"Reed, Terri",Paperback,$14.99,$2.50 $2.00,4,9781501144745,Howard Books,N/A,"8.39"" l x 5.44"" w x 0.57""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780063025486-l.jpg,"THE FAMILY YOU MAKE (THE SUNRISE COVE SERIES, BK. 1)","Shalvis, Jill",Paperback,$16.99,$3.00,31,9780063025486,William Morrow & Company,N/A,"7.99"" l x 5.08"" w x 1.04""","['Fiction', 'Family Life', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978198/9781982178611-l.jpg,FANCY PANTS,"Phillips, Susan Elizabeth",Paperback,$9.99,$1.75,40,9781982178611,Pocket Books,N/A,"6.99"" l x 4.78"" w x 1.46""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978198/9781982172169-l.jpg,FAR HARBOR (COLDWATER COVE),"Ross, JoAnn",Paperback,$9.99,$1.75 $1.12,20,9781982172169,Pocket Books,N/A,"6.99"" l x 4.72"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978076/9780764217821-l.jpg,FAR SIDE OF THE SEA,"Breslin, Kate",Paperback,$15.99,$2.75 $2.50,1,9780764217821,Bethany House,N/A,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978031/9780310366652-l.jpg,THE FARM STAND (AN AMISH MARKETPLACE BK. .L),"Clipston, Amy",Paperback,$9.99,$1.75,40,9780310366652,Zondervan,N/A,"7.46"" l x 4.76"" w x 1.03""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978031/9780310356479-l.jpg,"THE FARM STAND (AN AMISH MARKETPLACE, BK. 2)","Clipston, Amy",Paperback,$15.99,$2.75,28,9780310356479,Zondervan,N/A,"8.39"" l x 5.50"" w x 0.92""","['Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978153/9781538712672-l.jpg,FAT TUESDAY,"Brown, Sandra",Pocket Books,$8.99,$2.25,467,9781538712672,Grand Central Publishing,N/A,"6.71"" l x 4.19"" w x 1.08""","['Fiction', 'Mystery & Detective', 'Fiction', 'Thrillers', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593198483-l.jpg,"A FATAL ILLUSION (A LADY DARBY MYSTERY, BK. 11)","Huber, Anna Lee",Paperback,$17.00,$3.00,141,9780593198483,Berkley Publishing Group,N/A,"7.96"" l x 5.14"" w x 1.12""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978006/9780063117846-l.jpg,FAULT LINES (LARGE PRINT),"Itami, Emily",Paperback,$29.99,$5.00 $4.12,242,9780063117846,HarperCollins Publishers,N/A,"8.98"" l x 5.73"" w x 0.67""","['Fiction', 'Literary', 'Fiction', 'Romance', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978149/9781496732828-l.jpg,FEARLESS,"Michaels, Fern",Paperback,$16.95,$3.00 $2.75,8,9781496732828,Kensington Publishing Corporation,N/A,"8.27"" l x 5.56"" w x 0.75""","['Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978125/9781250620798-l.jpg,FEARLESS FOURTEEN & FINGER LICKIN' FIFTEEN: TWO NOVELS IN ONE (STEPHANIE PLUM NOVELS),"Evanovich, Janet",Pocket Books,$9.99,$2.50 $1.87,63,9781250620798,St. Martin's Griffin,N/A,"7.44"" l x 4.07"" w x 1.47""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance', 'Fiction', 'Humorous']"
https://images.bookdepot.com/covers/large/isbn978074/9780743456418-l.jpg,THE FEAST OF ROSES,"Sundaresan, Indu",Paperback,$15.00,$2.50,14,9780743456418,Washington Square Press,N/A,"8.21"" l x 5.31"" w x 1.13""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978076/9780764235214-l.jpg,"FEELING OF HOME (REDEMPTION'S LIGHT, BK. 3)",Mason Susan Anne,Paperback,$15.99,$2.75,6,9780764235214,Bethany House,N/A,"8.54"" l x 5.56"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978184/9781847515001-l.jpg,"FESTIVAL IN PRIOR'S FORD (A PRIOR'S FORD NOVEL, BK. 7)","Hood, Evelyn",Paperback,$17.95,$3.00,1,9781847515001,Severn House Publishers,N/A,"9.00"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978076/9780764235771-l.jpg,"FIELDS OF BOUNTY (LEAH'S GARDEN, BK. 3 - LARGE PRINT EDITION)","Snelling, Lauraine",Paperback,$24.99,$4.25,18,9780764235771,Bethany House,N/A,"8.49"" l x 5.55"" w x 1.22""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978076/9780764235757-l.jpg,"FIELDS OF BOUNTY (LEAH'S GARDEN, BK. 3)","Snelling, Lauraine",Paperback,$16.99,$3.00,56,9780764235757,Bethany House,N/A,"8.48"" l x 5.50"" w x 1.01""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978076/9780764235764-l.jpg,"FIELDS OF BOUNTY (LEAH'S GARDEN, BK. 3)","Snelling, Lauraine",Hardcover,$26.99,$3.50,19,9780764235764,Bethany House,N/A,"8.77"" l x 5.69"" w x 1.22""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978198/9781984821461-l.jpg,FINDING ASHLEY,"Steel, Danielle",Hardcover,$28.99,$3.75 $1.88,1000+,9781984821461,Delacorte Press,N/A,"9.57"" l x 6.42"" w x 1.12""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978198/9781984821485-l.jpg,FINDING ASHLEY,"Steel, Danielle",Pocket Books,$8.99,$2.25 $2.00,29,9781984821485,Dell,N/A,"6.88"" l x 4.18"" w x 1.07""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978144/9781447254072-l.jpg,FINDING COLIN FIRTH,"March, Mia",Paperback,$10.96,$2.00,12,9781447254072,Pan Macmillan,N/A,"8.00"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593198001-l.jpg,"FINDING HOPE (TOMPKIN'S MILL, BK. 3)","Johnson, Janice Kay",Pocket Books,$7.99,$2.00,9,9780593198001,Berkley Publishing Group,N/A,"6.72"" l x 4.14"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978059/9780593332986-l.jpg,"FINDING PARADISE (A PARADISE, ALASKA ROMANCE, BK. 2)","Dunlop, Barbara",Pocket Books,$7.99,$2.00 $1.37,112,9780593332986,Berkley Publishing Group,N/A,"6.77"" l x 4.10"" w x 0.92""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978076/9780764237430-l.jpg,"FINDING US (PICTURES OF THE HEART, BK. 2 - LARGE PRINT)","Peterson, Tracie",Paperback,$22.99,$4.00,14,9780764237430,Bethany House,N/A,"8.54"" l x 5.62"" w x 1.16""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978125/9781250041371-l.jpg,FIRE RISING,"Grant, Donna",Pocket Books,$8.99,$2.00 $1.50,10,9781250041371,St. Martin's Press,N/A,"6.69"" l x 4.21"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Fantasy']"
https://images.bookdepot.com/covers/large/isbn978164/9781649372109-l.jpg,"FIRST BRIDE TO FALL (MAJESTIC MAINE, BK. 1)","Baird, Ginny",Pocket Books,$8.99,$2.25 $1.13,64,9781649372109,"Entangled Publishing, LLC",N/A,"6.75"" l x 4.09"" w x 1.12""","['Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978153/9781538717158-l.jpg,"FIRST KISS WITH A COWBOY (SILVERADO LAKE, BK. 1)","Richardson, Sara",Pocket Books,$7.99,$2.00,365,9781538717158,Forever,N/A,"6.76"" l x 4.15"" w x 1.16""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780062561404-l.jpg,FIRST STAR I SEE TONIGHT (CHICAGO STARS),"Phillips, Susan Elizabeth",Pocket Books,$8.99,$2.00 $1.12,40,9780062561404,Avon Books,N/A,"6.77"" l x 4.10"" w x 1.16""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978147/9781476727479-l.jpg,THE FIVE DEATHS OF ROXANNE LOVE,"Quinn, Erin",Pocket Books,$7.99,$2.00,21,9781476727479,Pocket Books,N/A,"6.71"" l x 4.13"" w x 1.15""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593422519-l.jpg,THE FIXER UPPER,"Forsythe, Lauren",Paperback,$17.00,$3.00,70,9780593422519,G. P. Putnam's Sons,N/A,"8.14"" l x 5.48"" w x 0.75""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978125/9781250182937-l.jpg,"FLAME (DARK KINGS, BK. 17)","Grant, Donna",Pocket Books,$7.99,$2.00 $1.75,24,9781250182937,St. Martin's Publishing,N/A,"6.62"" l x 4.19"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Fantasy']"
https://images.bookdepot.com/covers/large/isbn978198/9781982138813-l.jpg,FLASH,"Krentz, Jayne Ann",Pocket Books,$8.99,$2.25 $1.13,21,9781982138813,Pocket Books,N/A,"6.72"" l x 4.15"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Suspense']"
https://images.bookdepot.com/covers/large/isbn978059/9780593197349-l.jpg,"FLIGHT (THE TEXAS MURDER FILES, BK. 2)","Griffin, Laura",Pocket Books,$7.99,$2.00 $1.75,4,9780593197349,Berkley Publishing Group,N/A,"6.75"" l x 4.17"" w x 1.10""","['Fiction', 'Suspense', 'Fiction', 'Mystery & Detective', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780062064233-l.jpg,THE FLIGHT OF GEMMA HARDY,"Livesey, Margot",Paperback,$18.99,$2.75,49,9780062064233,Harper Collins,N/A,"8.54"" l x 4.22"" w x 1.42""","['Fiction', 'General', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978145/9781454951957-l.jpg,FLING,"Murray, Joseph",Paperback,$18.99,$3.25,55,9781454951957,Union Square & Co,N/A,"8.27"" l x 5.50"" w x 1.01""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978006/9780063019393-l.jpg,THE FLIP SIDE,"Bailey, James",Paperback,$15.99,$2.75,20,9780063019393,William Morrow & Company,N/A,"8.02"" l x 5.35"" w x 1.02""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593438428-l.jpg,FLIRTING WITH FIRE,"Porter, Jane",Pocket Books,$8.99,$2.25,171,9780593438428,Berkley Publishing Group,N/A,"6.80"" l x 4.18"" w x 0.89""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593438404-l.jpg,"FLIRTING WITH THE BEAST (MODERN LOVE, BK. 2)","Porter, Jane",Pocket Books,$8.99,$2.25 $1.69,184,9780593438404,Berkley Publishing Group,N/A,"6.68"" l x 4.11"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593438381-l.jpg,"FLIRTING WITH FIFTY (MODERN LOVE, BK. 1)","Porter, Jane",Pocket Books,$8.99,$2.25 $1.50,126,9780593438381,Berkley Publishing Group,N/A,"6.70"" l x 4.14"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978184/9781847518392-l.jpg,FLOWERS FOR MISS PENGELLY,"Aitken, Rosemary",Paperback,$17.95,$3.00,1,9781847518392,Severn House Publishers,N/A,"8.50"" l x 5.50"" w x 0.50""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978198/9781984821553-l.jpg,FLYING ANGELS,"Steel, Danielle",Hardcover,$28.99,$3.75 $1.88,1000+,9781984821553,Delacorte Press,N/A,"9.54"" l x 6.52"" w x 1.22""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978198/9781984821577-l.jpg,FLYING ANGELS,"Steel, Danielle",Pocket Books,$8.99,$2.25 $2.00,75,9781984821577,Dell,N/A,"6.53"" l x 4.12"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Action & Adventure', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978031/9780316451130-l.jpg,FOR TWICE IN MY LIFE,"Christie, Annette",Paperback,$16.99,$3.00 $1.50,1000+,9780316451130,Back Bay Books,N/A,"8.21"" l x 5.48"" w x 0.89""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978031/9780316451031-l.jpg,FOR TWICE IN MY LIFE,"Christie, Annette",Hardcover,$28.00,$3.75,4,9780316451031,Little Brown and Company,N/A,"9.50"" l x 6.28"" w x 1.11""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978031/9780316561242-l.jpg,FOR TWICE IN MY LIFE,"Christie, Annette",Paperback,$17.99,$3.00 $1.50,593,9780316561242,"Little, Brown Book Group",N/A,"9.13"" l x 5.97"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978006/9780062999016-l.jpg,"FOR A SCOT'S HEART ONLY (SCOTTISH TREASURES, BK. 3)","Conkle, Gina",Pocket Books,$9.99,$2.50 $1.88,686,9780062999016,Avon Books,N/A,"6.61"" l x 4.08"" w x 1.20""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978059/9780593437438-l.jpg,"FOR THE LOVE OF THE BARD (A BARD'S REST ROMANCE, BK. 1)","Martin, Jessica",Paperback,$16.00,$2.75 $2.06,42,9780593437438,Berkley Publishing Group,N/A,"8.20"" l x 5.50"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978006/9780062897855-l.jpg,"THE FOREVER GIRL (THE WILDSTONE SERIES, BK. 6)","Shalvis, Jill",Paperback,$16.99,$3.00 $1.50,99,9780062897855,William Morrow & Company,N/A,"7.96"" l x 5.32"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Coming of Age']"
https://images.bookdepot.com/covers/large/isbn978006/9780063111608-l.jpg,"THE FOREVER GIRL (WILDSTONE, BK. 6)","Shalvis, Jill",Paperback,$9.99,$1.75 $1.00,311,9780063111608,Avon Books,N/A,"6.97"" l x 4.73"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978147/9781476748856-l.jpg,FOREVER AN EX,"Murray, Victoria Christopher",Paperback,$15.00,$2.50,5,9781476748856,Touchstone Books,N/A,"8.05"" l x 5.24"" w x 0.96""","['Fiction', 'Contemporary', 'Fiction', 'Religious', 'Fiction', 'Romance']"
