cover,title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories
https://images.bookdepot.com/covers/large/isbn978199/9781990778360-l.jpg,24 HOURS IN ITALY (24 HOURS SERIES),"Moondi, Romi",Paperback,$17.99,$3.00 $1.50,502,9781990778360,Wattpad Books,N/A,"8.19"" l x 5.27"" w x 1.09""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978006/9780062958792-l.jpg,25 DAYS 'TIL CHRISTMAS,"Alexander, Poppy",Paperback,$15.99,$2.75,3,9780062958792,William Morrow & Company,N/A,"8.19"" l x 4.92"" w x 1.07""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978006/9780062913623-l.jpg,"ABOUT A ROGUE (DESPERATELY SEEKING DUKE, BK. 1)","Linden, Caroline",Pocket Books,$7.99,$2.00 $1.25,15,9780062913623,Avon Books,N/A,"6.63"" l x 4.23"" w x 1.16""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978006/9780062349323-l.jpg,ABOVE THE WATERFALL,"Rash, Ron",Paperback,$19.99,$3.50,5,9780062349323,Ecco,N/A,"8.04"" l x 5.22"" w x 0.67""","['Fiction', 'Literary', 'Fiction', 'Romance', 'Fiction', 'General']"
https://images.bookdepot.com/covers/large/isbn978059/9780593439630-l.jpg,"THE ACCIDENTAL NEWLYWED GAME (BOOTS AND BOUQUETS, BK. 3)","Burton, Jaci",Pocket Books,$8.99,$2.25 $1.69,27,9780593439630,Berkley Publishing Group,N/A,"6.74"" l x 4.08"" w x 1.06""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978173/9781735443195-l.jpg,THE ACCIDENTAL QUEEN,"Jackson, L. R.",Paperback,$16.95,$3.00,93,9781735443195,Black Odyssey Media,N/A,"8.19"" l x 5.48"" w x 0.89""","['Fiction', 'Romance', 'Fiction', 'African American']"
https://images.bookdepot.com/covers/large/isbn978164/9781649373458-l.jpg,"ACCIDENTALLY FAMOUS (HIDEAWAY HARBOR, BK. 2)","Clarke, Marissa",Pocket Books,$8.99,$2.25,104,9781649373458,"Entangled Publishing, LLC",N/A,"6.72"" l x 4.30"" w x 1.15""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978073/9780735246072-l.jpg,ACTS OF LOVE AND WAR,"Brookes, Maggie",Paperback,$18.00,$3.00 $1.50,111,9780735246072,Viking Books,N/A,"8.14"" l x 5.44"" w x 1.32""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978198/9781984821409-l.jpg,THE AFFAIR,"Steel, Danielle",Hardcover,$28.99,$3.75 $1.88,1000+,9781984821409,Delacorte Press,N/A,"9.55"" l x 6.28"" w x 1.13""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978006/9780062892683-l.jpg,AFTER ALL (ROMANCING MANHATTAN),"Proby, Kristen",Paperback,$16.99,$3.00 $2.25,118,9780062892683,Avon Books,N/A,"8.00"" l x 5.27"" w x 0.75""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978150/9781501106408-l.jpg,"AFTER EVER HAPPY (AFTER, BK. 4)","Todd, Anna",Paperback,$16.00,$2.75 $1.38,953,9781501106408,Gallery Books,N/A,"8.26"" l x 5.28"" w x 1.29""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978006/9780062422033-l.jpg,AFTER SUNDOWN,"Howard, Linda",Paperback,$9.99,$1.75 $1.25,1000+,9780062422033,Avon Books,N/A,"6.94"" l x 4.73"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Thrillers']"
https://images.bookdepot.com/covers/large/isbn978006/9780063097520-l.jpg,"AFTER THE BITE (ARGENEAU NOVEL, BK. 35 - LARGE PRINT)","Sands, Lynsay",Paperback,$24.99,$4.25 $3.19,72,9780063097520,HarperLuxe,N/A,"9.06"" l x 6.08"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Fantasy', 'Fiction', 'Thrillers']"
https://images.bookdepot.com/covers/large/isbn978006/9780063111554-l.jpg,"AFTER THE BITE (ARGENEAU, BK. 35)","Sands, Lynsay",Pocket Books,$9.99,$2.50 $1.75,779,9780063111554,Avon Books,N/A,"6.57"" l x 4.14"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Occult', 'Fiction', 'Thrillers']"
https://images.bookdepot.com/covers/large/isbn978073/9780735241121-l.jpg,ALL I WANT FOR CHRISTMAS,"Knox, Maggie",Paperback,$14.84,$2.50 $2.37,628,9780735241121,Viking Books,N/A,"7.98"" l x 5.23"" w x 0.92""","['Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978059/9780593328668-l.jpg,ALL I WANT FOR CHRISTMAS,"Knox, Maggie",Paperback,$17.00,$3.00,472,9780593328668,G. P. Putnam's Sons,N/A,"8.00"" l x 5.27"" w x 0.80""","['Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978006/9780062892676-l.jpg,ALL IT TAKES (A ROMANCING MANHATTAN NOVEL),"Proby, Kristen",Paperback,$15.99,$2.75,21,9780062892676,Avon Books,N/A,"9.25"" l x 4.87"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593359822-l.jpg,ALL ROADS LEAD HOME: TWO GREAT NOVELS IN ONE (A FRIEND OR TWO/REFLECTIONS OF YESTERDAY),"Macomber, Debbie",Pocket Books,$9.99,$2.50,70,9780593359822,Ballantine Books,N/A,"6.83"" l x 4.11"" w x 1.36""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978039/9780399179686-l.jpg,ALL THAT GLITTERS,"Steel, Danielle",Hardcover,$28.99,$3.75 $1.88,1000+,9780399179686,Delacorte Press,N/A,"8.86"" l x 6.09"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']"
https://images.bookdepot.com/covers/large/isbn978076/9780764234972-l.jpg,ALL THAT IT TAKES,"Deese, Nicole",Paperback,$16.99,$3.00 $2.75,2,9780764234972,Bethany House,N/A,"8.46"" l x 5.49"" w x 1.28""","['Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978198/9781984806826-l.jpg,"ALL THE COLORS OF NIGHT (FOGG LAKE, BK. 2)","Krentz, Jayne Ann",Pocket Books,$8.99,$2.25 $1.50,72,9781984806826,Berkley Publishing Group,N/A,"6.72"" l x 4.18"" w x 1.52""","['Fiction', 'Romance', 'Fiction', 'Thrillers', 'Fiction', 'Suspense']"
https://images.bookdepot.com/covers/large/isbn978076/9780764242052-l.jpg,ALL'S FAIR IN LOVE AND CHRISTMAS,"Monzon, Sarah",Paperback,$14.99,$2.50,19,9780764242052,Bethany House,N/A,"8.47"" l x 5.52"" w x 0.84""","['Fiction', 'Romance', 'Fiction', 'Holidays', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978198/9781982199944-l.jpg,"ALMOST HEAVEN (THE SEQUELS SERIES, BK. 3)","McNaught, Judith",Paperback,$9.99,$1.75 $1.31,92,9781982199944,Pocket Books,N/A,"6.80"" l x 4.68"" w x 2.00""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978034/9780345520371-l.jpg,"ALMOST HOME (CHESAPEAKE DIARIES, BK. 3)","Stewart, Mariah",Pocket Books,$8.99,$2.25 $1.13,30,9780345520371,Ballantine Books,N/A,"6.57"" l x 3.99"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978059/9780593334911-l.jpg,"ALONG CAME A LADY (ALL THE DUKE'S SINS, BK. 1)","Caldwell, Christi",Pocket Books,$7.99,$2.00 $1.50,134,9780593334911,Berkley Publishing Group,N/A,"6.77"" l x 4.19"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978076/9780764237300-l.jpg,"ALONG THE RIO GRANDE (LOVE ON THE SANTA FE, BK. 1)","Peterson, Tracie",Hardcover,$24.99,$3.25 $2.44,39,9780764237300,Bethany House,N/A,"8.85"" l x 5.80"" w x 1.24""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978006/9780063135307-l.jpg,"ALWAYS HER COWBOY (RUSTLERS CREEK, BK. 3)","Fox, Addison",Pocket Books,$9.99,$2.50 $1.88,482,9780063135307,Avon Books,N/A,"6.52"" l x 4.04"" w x 1.23""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Westerns']"
https://images.bookdepot.com/covers/large/isbn978059/9780593722084-l.jpg,"ALWAYS, IN DECEMBER","Stone, Emily",Pocket Books,$9.99,$2.50,134,9780593722084,Dell,N/A,"7.51"" l x 4.15"" w x 1.04""","['Fiction', 'Holidays', 'Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978045/9780451490902-l.jpg,AMERICAN PRINCESS: A NOVEL OF FIRST DAUGHTER ALICE ROOSEVELT,"Thornton, Stephanie Marie",Paperback,$16.00,$2.75 $2.50,653,9780451490902,Berkley Publishing Group,N/A,"8.02"" l x 5.24"" w x 1.00""","['Fiction', 'Historical', 'Fiction', 'Romance', 'Fiction', 'Biographical']"
https://images.bookdepot.com/covers/large/isbn978006/9780063084506-l.jpg,AMERICAN ROYALTY,"Livesay, Tracey",Paperback,$15.99,$2.75 $1.38,166,9780063084506,Avon Books,N/A,"7.95"" l x 5.27"" w x 1.14""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978031/9780310365594-l.jpg,AMISH GENERATIONS (THREE STORIES: YOUNG LOVE/SECOND-CHANCE LOVE/NEVER TOO LATE),"Fuller, Kathleen",Paperback,$8.99,$1.50,4,9780310365594,Zondervan,N/A,"7.00"" l x 4.81"" w x 0.67""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978164/9781643522043-l.jpg,THE AMISH HAWAIIAN ADVENTURES: TWO AMISH ROMANCES BLOSSOM ON THE ISLAND OF KAUAI,"Brunstetter, Wanda E.",Paperback,$16.99,$3.00 $1.50,830,9781643522043,Shiloh Run Press,N/A,"8.38"" l x 5.54"" w x 1.54""","['Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978031/9780310362401-l.jpg,AN AMISH BARN RAISING (THREE STORIES: BUILDING A DREAM/TO RAISE A HOME/LOVE'S SOLID FOUNDATION),"Clipston, Amy",Paperback,$15.99,$2.75,26,9780310362401,Zondervan,N/A,"8.38"" l x 5.46"" w x 1.01""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978031/9780310366232-l.jpg,AN AMISH CHRISTMAS BAKERY (FOUR STORIES: COOKIES AND CHEER/LOAVES OF LOVE/MELTING HEARTS/CAKES AND KISSES),"Clipston, Amy",Paperback,$9.99,$1.75,110,9780310366232,Zondervan,N/A,"8.35"" l x 5.42"" w x 1.13""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978031/9780310361398-l.jpg,AN AMISH CHRISTMAS WEDDING: FOUR STORIES,"Chapman, Vannetta",Paperback,$15.99,$2.75,11,9780310361398,Zondervan,N/A,"8.47"" l x 5.57"" w x 0.98""","['Fiction', 'Anthologies (multiple authors)', 'Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978071/9780718097660-l.jpg,AN AMISH GARDEN: FOUR AMISH NOVELLAS,"Wiseman, Beth",Paperback,$7.99,$1.50 $1.37,7,9780718097660,Thomas Nelson,N/A,"6.76"" l x 4.05"" w x 1.20""","['Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978031/9780310365853-l.jpg,AN AMISH QUILTING BEE (THREE STORIES: PATCHWORK PROMISES/A COMON THREAD/STITCHED TOGETHER),"Clipston, Amy",Paperback,$15.99,$2.75,18,9780310365853,Zondervan,N/A,"8.35"" l x 5.46"" w x 0.97""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978031/9780310365822-l.jpg,AN AMISH SCHOOLROOM (THREE STORIES: A CLASS FOR LAUREL/A LESSON ON LOVE/WENDY'S TWENTY REASONS),"Clipston, Amy",Paperback,$15.99,$2.75,59,9780310365822,Zondervan,N/A,"8.18"" l x 5.10"" w x 0.95""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978084/9780840707079-l.jpg,AN AMISH SCHOOLROOM: THREE STORIES,"Clipston, Amy",Pocket Books,$9.99,$2.50,17,9780840707079,Zondervan,N/A,"7.00"" l x 5.00"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Anthologies (multiple authors)']"
https://images.bookdepot.com/covers/large/isbn978198/9781982148454-l.jpg,"AN AMISH SURPRISE (BERLIN BOOKMOBILE, BK. 2)","Gray, Shelley Shepard",Paperback,$16.00,$2.75 $2.06,552,9781982148454,Gallery Books,N/A,"8.28"" l x 5.37"" w x 0.87""","['Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978166/9781668004128-l.jpg,AN ASTROLOGICAL GUIDE FOR BROKEN HEARTS,"Zucca, Silvia",Paperback,$20.99,$3.50,13,9781668004128,Atria Books,N/A,"8.21"" l x 5.40"" w x 1.07""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978164/9781649372727-l.jpg,"AN EARL TO REMEMBER (UNFORGETTABLE LOVE, BK. 2)","Reid, Stacy",Pocket Books,$8.99,$2.25,169,9781649372727,"Entangled Publishing, LLC",N/A,"6.80"" l x 4.12"" w x 0.98""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593197295-l.jpg,"AN IMPOSSIBLE IMPOSTOR (A VERONICA SPEEDWELL MYSTERY, BK. 7)","Raybourn, Deanna",Hardcover,$26.00,$3.50,49,9780593197295,Berkley Hardcover,N/A,"9.25"" l x 6.27"" w x 1.30""","['Fiction', 'Romance', 'Fiction', 'Mystery & Detective']"
https://images.bookdepot.com/covers/large/isbn978006/9780063141889-l.jpg,AN ISLAND WEDDING,"Colgan, Jenny",Paperback,$16.99,$3.00,160,9780063141889,Avon Books,N/A,"7.96"" l x 5.23"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Holidays', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978006/9780063242340-l.jpg,AN ISLAND WEDDING,"Colgan, Jenny",Paperback,$21.99,$3.75,30,9780063242340,HarperCollins Publishers,N/A,"9.01"" l x 5.87"" w x 1.40""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978149/9781496739148-l.jpg,"AN UNCONDITIONAL FREEDOM: AN EPIC LOVE STORY OF THE CIVIL WAR (THE LOYAL LEAGUE, BK. 3)","Cole, Alyssa",Paperback,$16.95,$3.00,31,9781496739148,Kensington Publishing Corporation,N/A,"8.25"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'African American']"
https://images.bookdepot.com/covers/large/isbn978031/9780310357254-l.jpg,"AN UNLIKELY MATCH (THE AMISH INN, BK. 2)","Wiseman, Beth",Paperback,$15.99,$2.75,62,9780310357254,Zondervan,N/A,"8.17"" l x 5.18"" w x 0.98""","['Fiction', 'Religious', 'Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978153/9781538706756-l.jpg,ANA TAKES MANHATTAN,"Decos, Lissette",Paperback,$15.99,$2.75 $1.38,217,9781538706756,Forever,N/A,"8.01"" l x 5.29"" w x 1.15""","['Fiction', 'Humorous', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978125/9781250794178-l.jpg,"AND THEN THERE WAS YOU (CHESTNUT RIDGE, BK. 1)","Naigle, Nancy",Paperback,$18.00,$3.00,130,9781250794178,St. Martin's Griffin,N/A,"8.20"" l x 5.34"" w x 1.08""","['Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780062867490-l.jpg,ANGEL IN A DEVIL'S ARMS (THE PALACE OF ROGUES),"Long, Julie Anne",Pocket Books,$8.99,$2.00 $1.37,160,9780062867490,Avon Books,N/A,"6.50"" l x 4.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978006/9780063271630-l.jpg,ANGELIKA FRANKENSTEIN MAKES HER MATCH,"Thorne, Sally",Hardcover,$28.99,$3.75 $1.88,281,9780063271630,Avon Books,N/A,"9.28"" l x 6.22"" w x 1.40""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978006/9780062912831-l.jpg,ANGELIKA FRANKENSTEIN MAKES HER MATCH,"Thorne, Sally",Paperback,$17.99,$3.00 $1.50,1000+,9780062912831,Avon Books,N/A,"7.95"" l x 5.25"" w x 1.17""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978150/9781501133329-l.jpg,ANGELS IN THE SNOW,"Becnel, Rexanne",Pocket Books,$7.99,$2.00,11,9781501133329,Pocket Books,N/A,"6.70"" l x 4.12"" w x 0.84""","['Fiction', 'Romance', 'Fiction', 'Holidays']"
https://images.bookdepot.com/covers/large/isbn978006/9780063020740-l.jpg,ANNE OF MANHATTAN,"Starler, Brina",Paperback,$15.99,$2.75 $1.38,148,9780063020740,William Morrow & Company,N/A,"7.93"" l x 5.21"" w x 0.89""","['Fiction', 'Romance', 'Fiction', 'Coming of Age', 'Fiction', 'Humorous']"
https://images.bookdepot.com/covers/large/isbn978059/9780593333204-l.jpg,ANNIHILATION ROAD (TORPEDO INK),"Feehan, Christine",Pocket Books,$8.99,$2.25 $1.50,188,9780593333204,Berkley Publishing Group,N/A,"6.73"" l x 4.12"" w x 1.25""","['Fiction', 'Romance', 'Fiction', 'Fantasy']"
https://images.bookdepot.com/covers/large/isbn978153/9781538720127-l.jpg,ANTOINETTE'S SISTER,"Giovinazzo, Diana",Hardcover,$28.00,$3.75 $1.88,109,9781538720127,Grand Central Publishing,N/A,"9.29"" l x 6.31"" w x 1.44""","['Fiction', 'Historical', 'Fiction', 'Family Life', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978150/9781501124266-l.jpg,"ANY TIME, ANY PLACE (THE BILLIONAIRE BUILDERS, BK. 2)","Probst, Jennifer",Paperback,$16.00,$2.75 $1.37,15,9781501124266,Gallery Books,N/A,"8.31"" l x 5.30"" w x 1.10""","['Fiction', ""Women's Fiction"", 'Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978080/9780800739515-l.jpg,ANYTHING BUT PLAIN,"Fisher, Suzanne Woods",Paperback,$16.99,$3.00 $1.50,1000+,9780800739515,Revell,N/A,"8.39"" l x 5.49"" w x 0.91""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593594537-l.jpg,"APHRODITE AND THE DUKE (THE DUBELLS, BK. 1)","McAvoy, J. J.",Pocket Books,$9.99,$2.50,142,9780593594537,Dell Publishing Company,N/A,"7.51"" l x 4.24"" w x 1.06""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Cultural Heritage']"
https://images.bookdepot.com/covers/large/isbn978164/9781649370921-l.jpg,"APRIL MAY FALL (MOMMY WARS, BK. 3)","Hovland, Christina",Paperback,$15.99,$2.75 $1.87,25,9781649370921,"Entangled Publishing, LLC",N/A,"8.05"" l x 5.32"" w x 1.05""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978125/9781250276773-l.jpg,THE ARC,"Hoen, Tory Henwood",Hardcover,$27.99,$3.75 $1.50,209,9781250276773,St. Martin's Press,N/A,"9.53"" l x 6.40"" w x 1.30""","['Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593198148-l.jpg,ARCHANGEL'S LIGHT (A GUILD HUNTER NOVEL),"Singh, Nalini",Pocket Books,$8.99,$2.25 $1.87,8,9780593198148,Berkley Publishing Group,N/A,"6.72"" l x 4.13"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Fantasy']"
https://images.bookdepot.com/covers/large/isbn978059/9780593198162-l.jpg,"ARCHANGEL'S RESURRECTION (A GUILD HUNTER NOVEL, BK. 15)","Singh, Nalini",Pocket Books,$8.99,$2.25 $1.69,17,9780593198162,Berkley Publishing Group,N/A,"6.71"" l x 4.08"" w x 1.25""","['Fiction', 'Romance', 'Fiction', 'Fantasy', 'Fiction', 'Occult']"
https://images.bookdepot.com/covers/large/isbn978059/9780593198322-l.jpg,ARTFULLY YOURS,"Lowell, Joanna",Paperback,$17.00,$3.00,83,9780593198322,Berkley Publishing Group,N/A,"7.92"" l x 5.12"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Historical']"
https://images.bookdepot.com/covers/large/isbn978199/9781990778346-l.jpg,AS LONG AS YOU LOVE ME,"Leal, Marianna",Paperback,$17.99,$3.00,343,9781990778346,Wattpad Books,N/A,"8.25"" l x 5.24"" w x 0.90""","['Fiction', 'Romance', 'Fiction', 'Cultural Heritage']"
https://images.bookdepot.com/covers/large/isbn978038/9780380818976-l.jpg,ASKING FOR TROUBLE,"Young, Elizabeth",Paperback,$16.99,$3.00,14,9780380818976,Avon Books,N/A,"8.02"" l x 5.34"" w x 1.05""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]"
https://images.bookdepot.com/covers/large/isbn978059/9780593335758-l.jpg,"ASPEN CROSSROADS (WHISPER CANYON ROMANCE, BK. 1)","Rosche, Janine",Pocket Books,$7.99,$2.00 $1.00,43,9780593335758,Berkley Publishing Group,N/A,"6.68"" l x 4.08"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Religious']"
https://images.bookdepot.com/covers/large/isbn978076/9780765385741-l.jpg,"AT DEATH'S DOOR (DEADMAN'S CROSS, BK. 3)","Kenyon, Sherrilyn",Hardcover,$27.99,$3.75 $2.81,17,9780765385741,Tor Books,N/A,"9.50"" l x 6.50"" w x 1.00""","['Fiction', 'Fantasy', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978153/9781538766873-l.jpg,"AT FIRST SIGHT (JEREMY MARSH & LEXIE DARNELL, BK.2)","Sparks, Nicholas",Paperback,$18.99,$3.25,1000+,9781538766873,Grand Central Publishing,N/A,"8.00"" l x 5.23"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Literary']"
https://images.bookdepot.com/covers/large/isbn978153/9781538708989-l.jpg,AT HOME ON MARIGOLD LANE,"Mason, Debbie",Pocket Books,$8.99,$2.25,208,9781538708989,Forever,N/A,"6.74"" l x 4.08"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978080/9780800735005-l.jpg,"AT LIGHTHOUSE POINT (THREE SISTERS ISLAND, BK. 2)","Fisher, Suzanne Woods",Paperback,$15.99,$2.75,2,9780800735005,Revell,N/A,"8.44"" l x 5.51"" w x 0.89""","['Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593199954-l.jpg,THE AU PAIR,"Rous, Emma",Pocket Books,$9.99,$2.50 $1.25,31,9780593199954,Berkley Hills Books,N/A,"7.08"" l x 3.63"" w x 1.01""","['Fiction', 'Suspense', 'Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978042/9780425264263-l.jpg,AUTUMN GRACE,"Ellis, Marianne",Paperback,$15.00,$2.50,1,9780425264263,Berkley Publishing Group,N/A,"8.04"" l x 5.09"" w x 0.88""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593334898-l.jpg,"AUTUMN GRACE (A SEASON NOVEL, BK. 2)","Ellis, Marianne",Pocket Books,$7.99,$2.00 $1.00,170,9780593334898,Berkley Publishing Group,N/A,"6.77"" l x 4.13"" w x 0.91""","['Fiction', 'Religious', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978125/9781250908674-l.jpg,THE AVALON BAY COLLECTION (GOOD GIRL COMPLEX/BAD GIRL REPUTATION/THE SUMMER GIRL),"Kennedy, Elle",Boxed Set,$51.98,$8.75,1000+,9781250908674,St. Martin's Griffin,N/A,"8.44"" l x 5.50"" w x 3.01""","['Fiction', 'Contemporary', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978125/9781250770295-l.jpg,"THE AWAKENING (THE DRAGON HEART LEGACY, BK. 1)","Roberts, Nora",Compact Disc,$29.99,$5.00,56,9781250770295,Macmillan Audio,N/A,"5.87"" l x 5.10"" w x 0.63""","['Fiction', 'Fantasy', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978125/9781250770271-l.jpg,"THE AWAKENING (THE DRAGON HEART LEGACY, BK. 1)","Roberts, Nora",Compact Disc,$39.99,$6.75,15,9781250770271,Macmillan Audio,N/A,"5.85"" l x 5.02"" w x 1.12""","['Fiction', 'Fantasy', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978006/9780060924836-l.jpg,"BABYCAKES (TALES OF THE CITY, #4)","Maupin, Armistead",Paperback,$17.99,$3.00,29,9780060924836,Harper Collins,Tales of the City Series,"8.03"" l x 5.23"" w x 0.83""","['Fiction', 'Humorous', 'Fiction', 'Romance']"
https://images.bookdepot.com/covers/large/isbn978059/9780593102022-l.jpg,"THE BACHELOR COWBOY (THE WYOMING COWBOYS SERIES, BK. 6)","Clare, Jessica",Pocket Books,$7.99,$2.00 $1.75,11,9780593102022,Berkley Hardcover,N/A,"6.75"" l x 4.14"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Westerns', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978006/9780063297074-l.jpg,THE BACKUP PLAN (LARGE PRINT),"Shalvis, Jill",Paperback,$27.99,$4.75,20,9780063297074,HarperLuxe,N/A,"9.02"" l x 6.00"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978006/9780063095472-l.jpg,"THE BACKUP PLAN (THE SUNRISE COVE, BK. 3)","Shalvis, Jill",Paperback,$16.99,$3.00 $1.50,170,9780063095472,Avon Books,N/A,"8.01"" l x 5.34"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']"
https://images.bookdepot.com/covers/large/isbn978006/9780063292109-l.jpg,"BAD LUCK VAMPIRE (AN ARGENEAU NOVEL, BK. 36)","Sands, Lynsay",Pocket Books,$9.99,$2.50,631,9780063292109,Avon Books,N/A,"6.50"" l x 4.25"" w x 1.00""","['Fiction', 'Fantasy', 'Fiction', 'Romance']"
